URL,U ID,Public,Derived View,Parent UID,Domain,Type,Name,Description,Visits,Creation Date,Last Update Date (data),Category,Keywords,Downloads,Owner,Contact Email,License,Publication Stage,Published Version Name,Published Version UID,data_provided_by,Publishing Department,routing_approval,api_endpoint,source_link,owner_uid,View Moderation Status,provenance
https://data.code4sa.org/d/ntjh-9zfc,ntjh-9zfc,true,false,,data.code4sa.org,dataset,Dam Levels WMA Summary Nov2014-Mar2015,Water Management Area summaries of weekly dam level data supplied by the Department of Water and Sanitation,110,03/31/2016 12:59:00 PM +0000,03/31/2016 12:59:00 PM +0000,Government,"dams,water,drought",345,Julia,,,published,,,,,,https://data.code4sa.org/resource/ntjh-9zfc.json,,ugvp-exst,Not in Queue,official
https://data.code4sa.org/d/x42e-fbxa,x42e-fbxa,true,false,,data.code4sa.org,dataset,Developers Test API,,4,07/22/2014 11:56:00 PM +0000,07/22/2014 11:56:00 PM +0000,,,0,Robin Rosenberg,,,snapshotted,Developers Test API,acki-dkei,,,,https://data.code4sa.org/resource/x42e-fbxa.json,,tmfa-cmi4,Not in Queue,official
https://data.code4sa.org/d/dta8-6iyv,dta8-6iyv,true,false,,data.code4sa.org,dataset,Dam Levels WMA Summary No2015-Mar2016,Water Management Area summaries of weekly dam level data supplied by the Department of Water and Sanitation,90,03/31/2016 12:50:00 PM +0000,03/31/2016 12:51:00 PM +0000,Government,"water,dams,drought",484,Julia,,,published,,,,,,https://data.code4sa.org/resource/dta8-6iyv.json,,ugvp-exst,Not in Queue,official
https://data.code4sa.org/d/4wty-227g,4wty-227g,true,false,,data.code4sa.org,dataset,Dam Levels Provincial Summary Nov2014-Mar2015,weekly provincial summaries of dam level data supplied by the Department of Water and Sanitation,132,03/31/2016 12:24:00 PM +0000,03/31/2016 12:24:00 PM +0000,Government,"dams,water,drought",345,Julia,,,published,,,,,,https://data.code4sa.org/resource/4wty-227g.json,,ugvp-exst,Not in Queue,official
https://data.code4sa.org/d/tej8-9bww,tej8-9bww,false,false,,data.code4sa.org,dataset,Cape Town Ward Budgets - 2014/2015,Budgeted expenditure per ward in the 2014/2015 financial year. This doesn't not include multi-ward expenditure.,27,08/17/2014 08:41:00 AM +0000,08/28/2014 05:13:00 PM +0000,Government,"ward,budget,cape town",4,Adi Eyal,adi@code4sa.org,Public Domain,published,,,City of Cape Town,,,https://data.code4sa.org/resource/tej8-9bww.json,http://www.capetown.gov.za,4rdw-ez8w,Not in Queue,official
https://data.code4sa.org/d/ckn2-xub5,ckn2-xub5,true,false,,data.code4sa.org,dataset,Developers Featured Content,,123,07/22/2014 11:55:00 PM +0000,07/22/2014 11:55:00 PM +0000,,,3,Robin Rosenberg,,,published,,,,,,https://data.code4sa.org/resource/ckn2-xub5.json,,tmfa-cmi4,Not in Queue,official
https://data.code4sa.org/d/bnjs-yrnu,bnjs-yrnu,true,false,,data.code4sa.org,dataset,Dam Levels WMA Summary Nov2014-Mar2015,Water Management Area summaries of weekly dam level data supplied by the Department of Water and Sanitation,85,03/31/2016 12:55:00 PM +0000,03/31/2016 12:55:00 PM +0000,Government,"water,dams,drought",429,Julia,,,published,,,,,,https://data.code4sa.org/resource/bnjs-yrnu.json,,ugvp-exst,Not in Queue,official
https://data.code4sa.org/d/wxab-7qd9,wxab-7qd9,true,false,,data.code4sa.org,dataset,Dam Levels Provincial Summary Nov2015-Mar2016,weekly provincial summaries of dam level data supplied by the Department of Water and Sanitation,309,03/31/2016 12:03:00 PM +0000,03/31/2016 12:03:00 PM +0000,Government,"dams,water,drought",519,Julia,,,published,,,,,,https://data.code4sa.org/resource/wxab-7qd9.json,,ugvp-exst,Not in Queue,official
https://data.code4sa.org/d/gzvu-8hu2,gzvu-8hu2,true,false,,data.code4sa.org,gis map,Toilets Inf Sttls Ctn,,164,10/02/2015 09:48:00 AM +0000,08/27/2016 04:04:00 PM +0000,,,474,Julia,,,published,,,,,,https://data.code4sa.org/resource/gzvu-8hu2.json,,ugvp-exst,Not in Queue,official
https://data.code4sa.org/view/6yzt-6r5u,6yzt-6r5u,true,true,euc9-cu8y,data.code4sa.org,datalens,Resources for South African Women,This dataset was developed in order to provide a resource for women in South Africa who are in a situation of crisis,11,09/21/2015 10:08:00 AM +0000,09/21/2015 10:02:00 AM +0000,,,0,Julia,,,published,,,Code for South Africa,,,https://data.code4sa.org/resource/6yzt-6r5u.json,,ugvp-exst,Pending,community
https://data.code4sa.org/view/p93k-mhrh,p93k-mhrh,true,true,,data.code4sa.org,datalens,Represented Political Party Fund Allocations 2001-2015,IEC RPPF Allocations for 2001-2015 financial years,12,07/07/2015 09:58:00 AM +0000,07/07/2015 01:40:00 PM +0000,,,0,Delany,,Public Domain,published,,,,,,https://data.code4sa.org/resource/p93k-mhrh.json,,rk7y-n9ki,Pending,community
https://data.code4sa.org/d/3wnb-x2rd,3wnb-x2rd,true,false,,data.code4sa.org,dataset,Informal Settlements Upgrade Constraints,,443,04/29/2016 08:18:00 AM +0000,04/29/2016 08:18:00 AM +0000,,,365,Julia,,,published,,,Ndifuna Ukwazi,,,https://data.code4sa.org/resource/3wnb-x2rd.json,,ugvp-exst,Not in Queue,official
https://data.code4sa.org/d/rhg6-5rkn,rhg6-5rkn,true,true,7y3u-atvk,data.code4sa.org,filter,Protest Data,Protest Data from the Institute for Security Studies for the eNCA/Code4SA Protest Map,1,08/13/2014 08:30:00 AM +0000,08/13/2014 08:30:00 AM +0000,,"security,protest,unrest",0,Jason,jason@code4sa.org,,published,,,Institute for Security Studies,,,https://data.code4sa.org/resource/rhg6-5rkn.json,http://issafrica.org,9qdd-z4wt,Pending,official
https://data.code4sa.org/d/5brq-3adk,5brq-3adk,false,false,,data.code4sa.org,dataset,2014 - Q4 - Cleaned,,6,01/09/2015 09:08:00 AM +0000,01/09/2015 09:09:00 AM +0000,,,0,Adi Eyal,,,published,,,,,,https://data.code4sa.org/resource/5brq-3adk.json,,4rdw-ez8w,Not in Queue,official
https://data.code4sa.org/d/bky6-3za5,bky6-3za5,true,false,,data.code4sa.org,dataset,Informal Settlement Matrix,Informal Settlements in Cape Town at pocket level.,786,05/18/2016 12:41:00 PM +0000,05/18/2016 12:41:00 PM +0000,,"housing,informal,cape town",503,Julia,,,published,,,Ndifuna Ukwazi,,,https://data.code4sa.org/resource/bky6-3za5.json,,ugvp-exst,Not in Queue,official
https://data.code4sa.org/d/84qs-wrmb,84qs-wrmb,true,false,,data.code4sa.org,dataset,Fines Revenue for Municipalities,"This data is an extract from municipal budgets for the 2012, 2013 and 2014 financial years. The financial year starts in July 1 of the previous year, i.e. Q1 of 2012 end in September 2011.

Q4 for 2014 is missing

The original budgets can be found on http://www.treasury.gov.za",5,08/29/2014 06:23:00 PM +0000,08/29/2014 06:27:00 PM +0000,Government,"fines,budgets,municipality",0,Adi Eyal,adi@code4sa.org,Open Database License,snapshotted,Fines Revenue for Municipalities,h7eu-9tbf,Code for South Africa,,,https://data.code4sa.org/resource/84qs-wrmb.json,http://www.code4sa.org,4rdw-ez8w,Not in Queue,official
https://data.code4sa.org/d/ihda-amxt,ihda-amxt,true,false,,data.code4sa.org,dataset,Database Of Medicine Prices,A database of medicine price ceilings. You shouldn't pay more than this for your medicines (not including dispensing fees).,6,08/07/2014 01:50:00 PM +0000,08/07/2014 01:50:00 PM +0000,Government,"medicines,health",1,Adi Eyal,adi@code4sa.org,Public Domain,snapshotted,Database Of Medicine Prices,mba4-xngh,Department of Health,,,https://data.code4sa.org/resource/ihda-amxt.json,http://www.mpr.gov.za,4rdw-ez8w,Not in Queue,official
https://data.code4sa.org/d/p5ab-xkjz,p5ab-xkjz,true,false,,data.code4sa.org,dataset,South African Hospitals Survey 2011-2012,"The results of a survey of South African hospitals by the Department of Health, taken from the Baseline Data 2011/12 Facility Audit Feedback Reports",4,10/02/2014 10:00:00 AM +0000,10/02/2014 10:36:00 AM +0000,Health,"hospitals,health care,survey",0,Jason,jason@code4sa.org,,snapshotted,South African Hospitals Survey 2011-2012,ft5b-smjr,Republic of South Africa Department of Health,,,https://data.code4sa.org/resource/p5ab-xkjz.json,,9qdd-z4wt,Not in Queue,official
https://data.code4sa.org/d/gdfr-j4ry,gdfr-j4ry,false,false,,data.code4sa.org,dataset,Political Party Seats 2000-2014,Party seats won by political parties in general elections.,2,07/06/2015 10:19:00 AM +0000,07/06/2015 10:19:00 AM +0000,Government,iec,0,Delany,,Public Domain,unpublished,,,,,,https://data.code4sa.org/resource/gdfr-j4ry.json,,rk7y-n9ki,Not in Queue,official
https://data.code4sa.org/d/7fi6-8vfm,7fi6-8vfm,true,false,,data.code4sa.org,dataset,Events,,2,08/07/2014 06:32:00 PM +0000,08/07/2014 06:33:00 PM +0000,,,0,James Chuang,,,snapshotted,Events,ddsg-aw87,,,,https://data.code4sa.org/resource/7fi6-8vfm.json,,vkxb-3xjh,Not in Queue,official
https://data.code4sa.org/d/anr6-jas9,anr6-jas9,true,false,,data.code4sa.org,dataset,Cape Town Ward Budgets - 2014/2015,Budgeted expenditure per ward in the 2014/2015 financial year. This doesn't not include multi-ward expenditure.,2,08/17/2014 08:41:00 AM +0000,08/17/2014 08:41:00 AM +0000,Government,"ward,budget,cape town",0,Adi Eyal,adi@code4sa.org,Public Domain,snapshotted,Cape Town Ward Budgets - 2014/2015,tej8-9bww,City of Cape Town,,,https://data.code4sa.org/resource/anr6-jas9.json,http://www.capetown.gov.za,4rdw-ez8w,Not in Queue,official
https://data.code4sa.org/d/226d-4kns,226d-4kns,false,false,,data.code4sa.org,gis map,Nu - Ward Allocation,,3,08/17/2014 08:27:00 AM +0000,08/28/2016 05:52:00 PM +0000,,,1,Adi Eyal,,,published,,,,,,https://data.code4sa.org/resource/226d-4kns.json,,4rdw-ez8w,Not in Queue,official
https://data.code4sa.org/d/j7h5-6mbn,j7h5-6mbn,true,false,,data.code4sa.org,dataset,Developers Test API,,2,07/22/2014 11:56:00 PM +0000,08/26/2014 01:54:00 PM +0000,,,0,Robin Rosenberg,,,snapshotted,Developers Test API,acki-dkei,,,,https://data.code4sa.org/resource/j7h5-6mbn.json,,tmfa-cmi4,Not in Queue,official
https://data.code4sa.org/d/qybw-xae5,qybw-xae5,false,false,,data.code4sa.org,dataset,Cape Town Ward Budgets,,3,08/17/2014 09:12:00 AM +0000,08/17/2014 09:12:00 AM +0000,,,0,Adi Eyal,,,published,,,,,,https://data.code4sa.org/resource/qybw-xae5.json,,4rdw-ez8w,Not in Queue,official
https://data.code4sa.org/d/nqmg-bkec,nqmg-bkec,true,true,mba4-xngh,data.code4sa.org,filter,ebisu,A database of medicine price ceilings. You shouldn't pay more than this for your medicines (not including dispensing fees).,2,11/17/2015 05:50:00 PM +0000,08/07/2014 02:25:00 PM +0000,Government,"medicines,health",1,gilade,,Public Domain,published,,,Department of Health,,,https://data.code4sa.org/resource/nqmg-bkec.json,http://www.mpr.gov.za,4syj-wf4m,Pending,community
https://data.code4sa.org/d/ea6g-g452,ea6g-g452,false,false,,data.code4sa.org,dataset,Crimestats 2014 2015.xlsx - Data (1),Police statistics per police station and  total per province for each one of the crime categories. Includes data from 2014-2015. This dataset is based on the data released by SAPS but formatted in a way that allows for proper interrogation of the data.,2,10/09/2015 11:42:00 AM +0000,10/09/2015 11:53:00 AM +0000,,"police,crime,death",0,Dqlepiz,,,published,,,SAPS,,,https://data.code4sa.org/resource/ea6g-g452.json,,ez65-2em4,Not in Queue,official
https://data.code4sa.org/d/sc2e-vbej,sc2e-vbej,true,true,8d9f-f6rq,data.code4sa.org,filter,Burglaries 09-14,Police statistics per police station for 29 different crime categories. Includes data from 2005 - 2014. This dataset is based on the data released by SAPS but formatted in a way that allows for proper interrogation of the data. The native format makes it impossible to aggregate the data.,2,10/02/2014 07:53:00 AM +0000,09/11/2018 02:04:00 PM +0000,Government,"police,crime",0,muzahu,,Public Domain,published,,,South African Police Service,,,https://data.code4sa.org/resource/sc2e-vbej.json,https://www.saps.gov.za/services/crimestats.php,82s3-ap7r,Pending,community
https://data.code4sa.org/d/8h4s-qhzx,8h4s-qhzx,false,false,,data.code4sa.org,dataset,South African Customary Marriages - 2012,,1,01/25/2015 08:14:00 AM +0000,01/25/2015 08:18:00 AM +0000,Government,"customary marriages,marriage,statssa,population",0,Adi Eyal,adi@code4sa.org,,snapshotted,South African Customary Marriages - 2012,dksp-4a77,Statistics South Africa,,,https://data.code4sa.org/resource/8h4s-qhzx.json,http://statssa.gov.za,4rdw-ez8w,Not in Queue,official
https://data.code4sa.org/d/8h8u-mn6v,8h8u-mn6v,true,false,,data.code4sa.org,dataset,2014 Matric Results by School,"The 2014 Matric results by School for South Africa, including 2012 and 2013 results",2,01/08/2015 09:34:00 AM +0000,01/08/2015 09:35:00 AM +0000,Education,"matriculation,education,matric",0,Jason,jason@code4sa.org,,snapshotted,2014 Matric Results by School,twd8-s9hg,Department of Basic Education,,,https://data.code4sa.org/resource/8h8u-mn6v.json,http://www.education.gov.za/DocumentsLibrary/Reports/tabid/358/Default.aspx,9qdd-z4wt,Not in Queue,official
https://data.code4sa.org/d/ezmj-uude,ezmj-uude,true,false,,data.code4sa.org,dataset,Represented Political Party Fund Allocations 2001-2015,IEC RPPF Allocations for 2001-2015 financial years,1,07/07/2015 08:56:00 AM +0000,07/07/2015 08:56:00 AM +0000,,iec rppf,0,Delany,,Public Domain,snapshotted,Represented Political Party Fund Allocations 2001-2015,5f4a-x5ht,,,,https://data.code4sa.org/resource/ezmj-uude.json,,rk7y-n9ki,Not in Queue,official
https://data.code4sa.org/d/rhbk-z575,rhbk-z575,true,true,26vs-4ane,data.code4sa.org,filter,councillors,Ward Councillors of the City of Cape Town extracted in January 2015,1,04/07/2015 10:15:00 AM +0000,01/28/2015 02:08:00 PM +0000,Government,"cape town,councillors,politicians,politics",0,Phumzile,,,published,,,City of Cape Town,,,https://data.code4sa.org/resource/rhbk-z575.json,http://www.capetown.gov.za,4vmz-j495,Pending,community
https://data.code4sa.org/d/mvgz-5mig,mvgz-5mig,true,true,8d9f-f6rq,data.code4sa.org,filter,CrimeStatsVisual,Police statistics per police station for 29 different crime categories. Includes data from 2005 - 2014. This dataset is based on the data released by SAPS but formatted in a way that allows for proper interrogation of the data. The native format makes it impossible to aggregate the data.,1,04/07/2016 11:23:00 AM +0000,09/11/2018 02:04:00 PM +0000,Government,"police,crime",1,Mabu,,Public Domain,published,,,South African Police Service,,,https://data.code4sa.org/resource/mvgz-5mig.json,https://www.saps.gov.za/services/crimestats.php,nxq5-4d38,Pending,community
https://data.code4sa.org/d/hryn-xfij,hryn-xfij,false,false,,data.code4sa.org,dataset,NPOs National,National dataset of Non Profit Organisations,1,11/19/2015 09:24:00 AM +0000,11/19/2015 09:27:00 AM +0000,,,0,Julia,,,unpublished,,,,,,https://data.code4sa.org/resource/hryn-xfij.json,,ugvp-exst,Not in Queue,official
https://data.code4sa.org/d/fnaq-h9zm,fnaq-h9zm,true,false,,data.code4sa.org,dataset,Events Message,,1,08/07/2014 06:37:00 PM +0000,08/07/2014 06:38:00 PM +0000,,,0,James Chuang,,,snapshotted,Events Message,7anp-uwy6,,,,https://data.code4sa.org/resource/fnaq-h9zm.json,,vkxb-3xjh,Not in Queue,official
https://data.code4sa.org/d/bxex-hyxz,bxex-hyxz,true,true,mba4-xngh,data.code4sa.org,filter,Meds_test,A database of medicine price ceilings. You shouldn't pay more than this for your medicines (not including dispensing fees).,1,11/17/2015 02:28:00 PM +0000,08/07/2014 02:25:00 PM +0000,Government,"medicines,health",2,gilade,,Public Domain,published,,,Department of Health,,,https://data.code4sa.org/resource/bxex-hyxz.json,http://www.mpr.gov.za,4syj-wf4m,Pending,community
https://data.code4sa.org/d/8htp-37vh,8htp-37vh,false,false,,data.code4sa.org,dataset,Domestic worker wages,"Data collected through a News24 story on domestic worker wages. A short survey which asked employers where they lived (province) and how much they paid their domestic worker (as a day rate). 

There were approximately 12,000 responses although it is clear that the data needs cleaning. Uploaded is the raw dataset.",1,07/27/2015 08:14:00 PM +0000,03/08/2016 10:38:00 AM +0000,,"minimum wage,domestic workers",0,Adi Eyal,adi@code4sa.org,Open Data Commons Attribution License,unpublished,Domestic worker wages,bqf7-7jj6,Code for South Africa,,,https://data.code4sa.org/resource/8htp-37vh.json,http://www.code4sa.org,4rdw-ez8w,Not in Queue,official
https://data.code4sa.org/d/4ggp-4f65,4ggp-4f65,false,false,,data.code4sa.org,dataset,South African Customary Marriages - 2012,,1,01/25/2015 08:14:00 AM +0000,01/25/2015 08:19:00 AM +0000,Government,"customary marriages,marriage,statssa,population",0,Adi Eyal,adi@code4sa.org,,snapshotted,South African Customary Marriages - 2012,dksp-4a77,Statistics South Africa,,,https://data.code4sa.org/resource/4ggp-4f65.json,http://statssa.gov.za,4rdw-ez8w,Not in Queue,official
https://data.code4sa.org/d/5qvh-pm86,5qvh-pm86,true,false,,data.code4sa.org,dataset,Events Message,,1,08/07/2014 06:37:00 PM +0000,08/07/2014 06:37:00 PM +0000,,,0,James Chuang,,,snapshotted,Events Message,7anp-uwy6,,,,https://data.code4sa.org/resource/5qvh-pm86.json,,vkxb-3xjh,Not in Queue,official
https://data.code4sa.org/d/2pnv-7mty,2pnv-7mty,true,false,,data.code4sa.org,dataset,Countries,,1,03/25/2015 10:45:00 PM +0000,05/10/2017 04:19:00 AM +0000,,,0,Franklin Williams,,,published,,,,,,https://data.code4sa.org/resource/2pnv-7mty.json,,8ibz-n25n,Not in Queue,official
https://data.code4sa.org/d/4nfa-dxik,4nfa-dxik,true,false,,data.code4sa.org,dataset,Events,,1,08/07/2014 06:32:00 PM +0000,08/07/2014 06:45:00 PM +0000,,,0,James Chuang,,,snapshotted,Events,ddsg-aw87,,,,https://data.code4sa.org/resource/4nfa-dxik.json,,vkxb-3xjh,Not in Queue,official
https://data.code4sa.org/d/vxvq-v6ga,vxvq-v6ga,true,true,,data.code4sa.org,filter,Eskom Conv Dam,,1,11/17/2015 08:32:00 AM +0000,09/06/2014 06:24:00 AM +0000,,"water,dams",0,Sego,,Public Domain,published,,,Department of Water Affairs,,,https://data.code4sa.org/resource/vxvq-v6ga.json,http://www.dwaf.gov.za/DSO/Publications.aspx,n86c-qtq4,Pending,community
https://data.code4sa.org/d/ssui-trcj,ssui-trcj,true,true,,data.code4sa.org,filter,Droby1,"Customs by top ten commodities for export and import. Trade with Botswana, Lesotho, Namibia, Swaziland included separately",1,10/19/2015 01:50:00 PM +0000,09/09/2014 01:24:00 PM +0000,Government,"sars,customs,tax,month,financial",0,Klaas,,Public Domain,published,,,South African Revenue Service,,,https://data.code4sa.org/resource/ssui-trcj.json,http://www.sars.gov.za/AllDocs/Documents/Trade%20Stats%20Nov%202013/Top%2010%20Monthly%20Commodities.xls,mgfn-ushe,Pending,community
https://data.code4sa.org/d/ah5u-caay,ah5u-caay,true,true,8wvj-mtxb,data.code4sa.org,filter,NPOs by Category,Officers of NPOs in South Africa,1,03/16/2015 11:01:00 AM +0000,03/16/2015 10:12:00 AM +0000,Business,,0,Friedrich Lindenberg,,Public Domain,published,,,,,,https://data.code4sa.org/resource/ah5u-caay.json,http://npo.gov.za,i96e-qsbb,Pending,community
https://data.code4sa.org/d/v7d2-hiuu,v7d2-hiuu,false,false,,data.code4sa.org,dataset,NPO Officers,Officers of NPOs in South Africa,1,02/21/2015 09:59:00 AM +0000,02/22/2015 09:29:00 AM +0000,Business,,0,Greg Kempe,,Public Domain,snapshotted,NPO Officers,8wvj-mtxb,,,,https://data.code4sa.org/resource/v7d2-hiuu.json,http://npo.gov.za,emwv-hhns,Not in Queue,official
https://data.code4sa.org/d/d7ah-ikqc,d7ah-ikqc,true,true,8d9f-f6rq,data.code4sa.org,chart,Bar Graph burglaries,Police statistics per police station for 29 different crime categories. Includes data from 2005 - 2014. This dataset is based on the data released by SAPS but formatted in a way that allows for proper interrogation of the data. The native format makes it impossible to aggregate the data.,2,10/02/2014 07:56:00 AM +0000,09/11/2018 02:04:00 PM +0000,Government,"police,crime",0,muzahu,,Public Domain,published,,,South African Police Service,,,https://data.code4sa.org/resource/d7ah-ikqc.json,https://www.saps.gov.za/services/crimestats.php,82s3-ap7r,Pending,community
https://data.code4sa.org/d/tfxg-8hz9,tfxg-8hz9,true,true,8d9f-f6rq,data.code4sa.org,chart,Non-Residential Burglaries 05-14,Police statistics per police station for 29 different crime categories. Includes data from 2005 - 2014. This dataset is based on the data released by SAPS but formatted in a way that allows for proper interrogation of the data. The native format makes it impossible to aggregate the data.,3,10/02/2014 07:37:00 AM +0000,09/11/2018 02:04:00 PM +0000,Government,"police,crime",0,muzahu,,Public Domain,published,,,South African Police Service,,,https://data.code4sa.org/resource/tfxg-8hz9.json,https://www.saps.gov.za/services/crimestats.php,82s3-ap7r,Pending,community
https://data.code4sa.org/d/scvt-w67u,scvt-w67u,true,true,8d9f-f6rq,data.code4sa.org,chart,Robbery at Non-Residential,Police statistics per police station for 29 different crime categories. Includes data from 2005 - 2014. This dataset is based on the data released by SAPS but formatted in a way that allows for proper interrogation of the data. The native format makes it impossible to aggregate the data.,2,10/03/2014 09:41:00 AM +0000,09/11/2018 02:04:00 PM +0000,Government,"police,crime",0,muzahu,,Public Domain,published,,,South African Police Service,,,https://data.code4sa.org/resource/scvt-w67u.json,https://www.saps.gov.za/services/crimestats.php,82s3-ap7r,Pending,community
https://data.code4sa.org/d/kwxw-meef,kwxw-meef,true,false,,data.code4sa.org,dataset,Census 2011 - Relationship to Head of Household - Small Areas (SAL),,11,05/06/2018 04:24:00 AM +0000,05/06/2018 04:25:00 AM +0000,Government,"census,household",6,Adi Eyal,adi@openup.org.za,Public Domain,published,,,Statistics South Africa,,,https://data.code4sa.org/resource/kwxw-meef.json,http://www.statssa.gov.za,4rdw-ez8w,Not in Queue,official
https://data.code4sa.org/d/tntg-besy,tntg-besy,true,false,,data.code4sa.org,dataset,Auditor General's reports for South African Municipalities,Links to reports from the Auditor General of annual audits of South African municipalities,431,12/08/2016 01:31:00 PM +0000,12/08/2016 01:37:00 PM +0000,Government,"audit,text,document,links,urls",235,JD Bothma,,Public Domain,published,,,National Treasury,,,https://data.code4sa.org/resource/tntg-besy.json,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/,5kan-5wj6,Not in Queue,official
https://data.code4sa.org/d/7biy-vyad,7biy-vyad,true,false,,data.code4sa.org,dataset,Census 2011 - Age Groups - Small Areas (SAL),,9,05/06/2018 05:06:00 AM +0000,05/06/2018 05:12:00 AM +0000,,,7,Adi Eyal,,,published,,,,,,https://data.code4sa.org/resource/7biy-vyad.json,,4rdw-ez8w,Not in Queue,official
https://data.code4sa.org/d/3jhi-ewix,3jhi-ewix,true,false,,data.code4sa.org,dataset,Trusts,,312,03/30/2017 01:01:00 PM +0000,03/30/2017 01:02:00 PM +0000,,,2210,JD Bothma,,,published,,,,,,https://data.code4sa.org/resource/3jhi-ewix.json,,5kan-5wj6,Not in Queue,official
https://data.code4sa.org/d/2u5d-29ty,2u5d-29ty,true,false,,data.code4sa.org,gis map,Local Government Boundaries (2016),Shapefiles for local government boundaries determined for the 2016 local elections.,87,01/04/2018 10:07:00 AM +0000,01/04/2018 10:07:00 AM +0000,Government,demarcation,74,Adi Eyal,info@openup.org.za,Public Domain,published,,,Municipal Demarcation Board,,,https://data.code4sa.org/resource/2u5d-29ty.json,http://www.demarcation.org.za/site/document-category/shapefiles/,4rdw-ez8w,Not in Queue,official
https://data.code4sa.org/d/n7gy-as2q,n7gy-as2q,true,false,,data.code4sa.org,dataset,UK Land Registry,The latest list of properties from the UK Land Registry.,280,02/08/2017 11:09:00 AM +0000,02/08/2017 11:11:00 AM +0000,Business,"corporate,data,land,property",1040,Roxanne,,,published,,,UK Land Registry,,,https://data.code4sa.org/resource/n7gy-as2q.json,https://www.gov.uk/government/organisations/land-registry,imaj-znq3,Not in Queue,official
https://data.code4sa.org/d/4cwn-vtsj,4cwn-vtsj,true,false,,data.code4sa.org,dataset,Census 2011 - Population Group - Small Areas (SAL),All cells in this table have been randomly rounded to base 3,56,05/06/2018 04:18:00 AM +0000,05/06/2018 04:18:00 AM +0000,Government,"census,race",16,Adi Eyal,adi@openup.org.za,Public Domain,published,,,Statistics South Africa,,,https://data.code4sa.org/resource/4cwn-vtsj.json,http://www.statssa.gov.za,4rdw-ez8w,Not in Queue,official
https://data.code4sa.org/d/6cpk-u23h,6cpk-u23h,true,false,,data.code4sa.org,dataset,Census 2011 -  Marital Status - Small Areas (SAL),Marital Status from the 2011 Census,15,05/06/2018 04:05:00 AM +0000,05/06/2018 04:05:00 AM +0000,Government,"marriage,census",5,Adi Eyal,adi@openup.org.za,Public Domain,published,,,Statistics South Africa,,,https://data.code4sa.org/resource/6cpk-u23h.json,http://www.statssa.gov.za,4rdw-ez8w,Not in Queue,official
https://data.code4sa.org/d/bnka-3ce8,bnka-3ce8,true,false,,data.code4sa.org,dataset,Dams and lakes of South Africa,"There are various sources of dam and lake data in South Africa. This dataset is an example from the comprehensive Water Resources of South Africa, 2012 Study (WR2012) website resource page. 

Another option is the  NGI Topographical Vector Data for various provinces which can be sourced from SASDI http://www.sasdi.net/search.aspx. This vector data includes a layer on hydrography (natural and man-made accumulations of water on the land surface).",16,11/15/2018 05:39:00 PM +0000,11/15/2018 05:55:00 PM +0000,Government,"water,dams",8,Open Data South Africa,,See Terms of Use,published,,,Water Research Commission,,,https://data.code4sa.org/resource/bnka-3ce8.json,http://waterresourceswr2012.co.za/resource-centre/,dyif-ph6i,Not in Queue,official
https://data.code4sa.org/d/m879-2nzf,m879-2nzf,true,false,,data.code4sa.org,dataset,Income and expenditure for metropolitan municipalities in 2016/17 financial year,Income and expenditure for metropolitan municipalities in 2016/17 financial year,21,07/11/2018 08:43:00 AM +0000,07/11/2018 08:43:00 AM +0000,,"income,expenditure,municipality,metropolitan,budget,treasury",8,Open Data South Africa,,See Terms of Use,published,,,National Treasury,,,https://data.code4sa.org/resource/m879-2nzf.json,https://municipaldata.treasury.gov.za/,dyif-ph6i,Not in Queue,official
https://data.code4sa.org/d/bqer-ufjw,bqer-ufjw,true,false,,data.code4sa.org,dataset,Household payment for medication from Living Conditions Survey,How do households pay for medication? Data from Stats SA Living Conditions Survey 2014/15.,11,11/19/2018 01:39:00 PM +0000,11/19/2018 01:58:00 PM +0000,Government,"medicine,health,payment",4,Open Data South Africa,,See Terms of Use,published,,,Statistics South Africa,,,https://data.code4sa.org/resource/bqer-ufjw.json,http://superweb.statssa.gov.za/webapi/jsf/login.xhtml,dyif-ph6i,Not in Queue,official
https://data.code4sa.org/d/xnzj-kvdu,xnzj-kvdu,false,false,,data.code4sa.org,dataset,Causes Of Death2013 F1,,1,01/23/2017 12:06:00 PM +0000,01/23/2017 12:12:00 PM +0000,,,0,Adi Eyal,,,unpublished,,,,,,https://data.code4sa.org/resource/xnzj-kvdu.json,,4rdw-ez8w,Not in Queue,official
